lat,long,weight,wing,color,variety
83.92115933668057,40.65531753386127,12.05973723960822,21.162857539621612,Yellow,Western
89.53277415300325,35.52146509142811,19.62060624814319,25.443435567511465,Yellow,Western
85.37696959908148,41.046101740585556,8.922329852155393,19.0674103133876,Black,Western
85.44622332365381,37.25718863973695,14.052334407224013,22.713153548607423,Yellow,Western
84.28538158324413,37.73038191275334,19.42105982543628,28.92539342782905,Black,Western
87.96664079539569,38.78755702518432,14.496658249251375,23.957921567327165,Black,Western
86.11414393337242,36.31538469187874,13.499241421177288,23.30323846083262,Black,Western
85.43864590316868,38.3542649521305,17.58401160869894,26.07024057290316,Black,Western
87.65474214915454,40.33741738725765,14.251743257391782,26.104074156619923,Yellow,Western
81.67725407101064,36.831052736369664,7.246647031252874,17.56302384185519,Black,Western
90.47817498708324,37.39711396680899,15.030193533294133,24.76057821607698,Black,Western
89.87993043195812,38.28297641253209,17.225977545181454,25.736561381110448,Black,Western
81.56791356025577,40.250374156299436,10.19906626629428,20.353815043114857,Yellow,Western
88.48808747114165,39.12501528359793,17.767394018380934,27.2000180106233,Yellow,Western
89.3843538611984,40.179108531876246,14.060848378832604,24.918128489839496,Black,Western
87.5218603199103,38.165405118101205,12.302603431097186,23.844092729575568,Yellow,Western
83.99238693700401,40.28234452941448,10.708933071118736,21.322653926678974,Black,Western
82.50195719071465,37.1590112746327,13.814139788119622,24.008841471191616,Black,Western
85.84865551792468,40.08056518798263,13.511204959512199,25.060376409441258,Yellow,Western
87.92121711225418,38.45329795732872,10.174029789996487,23.030628769613102,Yellow,Western
89.1909510477736,39.46703494342868,18.7612002882234,26.445076359104235,Yellow,Western
84.98843861553927,38.45594915565485,17.862429037482833,26.600622580384332,Yellow,Western
90.2024919117705,39.15293741538791,15.048461804285301,24.71738846710305,Black,Western
90.94010310354643,37.1978782571189,13.610669373285445,25.971485595546483,Black,Western
84.0097316680555,35.96607550205292,16.485017294151916,27.228157493047362,Yellow,Western
83.1321032754709,39.72178267751327,18.746591452060322,30.039310351367902,Yellow,Western
82.38992286380658,37.26467385730933,11.20442710518764,20.64683018143014,Yellow,Western
85.71282941107712,37.67108296197224,15.808480724441063,25.476098190252994,Black,Western
90.55765986832772,39.61552793222227,17.292012753557284,26.270460215876355,Yellow,Western
89.97030403122315,37.00480775851912,16.016940230635353,28.051851760266125,Black,Western
87.88224346789788,37.11143455265845,13.55358151512136,23.126138126546,Yellow,Western
81.18881012496453,41.62399360139602,18.96229867250375,28.200116440806692,Yellow,Western
88.62549360217298,40.95857580722131,14.603237836152678,25.144436435760774,Black,Western
88.5235230856081,41.08362595858257,14.149996467575392,23.537850316533753,Yellow,Western
84.81087719001393,39.661372324790726,13.162564912703303,22.747733209462783,Black,Western
82.76007653160843,35.396581954974074,9.2897932321819,20.804557406219494,Yellow,Western
89.01501092140899,37.47448765522585,16.56176232767698,25.94018790503072,Black,Western
85.03668046617103,37.29420302230478,13.245244013567175,24.62900341387523,Black,Western
82.03035349378683,37.32072804073675,12.587311004709479,24.219971986877844,Yellow,Western
87.5464030314168,39.87024397654195,12.398187119527599,24.277665093553818,Yellow,Western
82.32142418065129,35.18963535027168,11.192608403764583,22.837677472608313,Yellow,Western
83.71701347763936,38.29737332853215,9.74217522046734,20.46561242197549,Black,Western
82.75562377803202,39.65600491246721,11.061704282084483,20.855178407745424,Black,Western
84.15354181520634,40.34993095101854,13.108697408438385,23.41432048601409,Black,Western
81.60354783951587,35.025970256662745,11.105677044446635,23.10517553440986,Yellow,Western
87.69812330033426,40.85438571886162,13.953353129539131,25.693966543016796,Yellow,Western
86.61209667506596,41.8768941852223,13.373434117306221,24.291844131946075,Black,Western
84.32776866940132,40.01736161147149,12.652775698736615,22.74907472230572,Black,Western
82.83642083991937,39.454641159274736,14.38603205761136,23.60143846836274,Yellow,Western
89.86025425785685,38.98840779462718,15.491968788792907,25.076950147555085,Black,Western
86.40246573237475,39.10517054206644,16.04983838725316,25.324545284658214,Yellow,Western
89.92364495142463,40.13458514567488,20.157362634328223,26.613997844460577,Yellow,Western
82.9874394012546,36.98653514074068,11.51616188718443,21.401784853545,Black,Western
89.34005474060926,41.62035216073054,18.67136656544601,29.36055392702908,Black,Western
83.88732557390748,38.30810441307085,11.20292929297038,24.11462261111963,Yellow,Western
81.77255922644684,36.658432933834035,9.872804994954425,22.198072554557957,Black,Western
81.91896402910449,35.29710840825473,17.366742233287376,27.462463323466068,Black,Western
83.61303598571081,39.81965644959028,15.153752297108694,25.713336997244582,Black,Western
86.42127168170539,36.92641952717957,13.291607857475674,25.132033032329666,Black,Western
88.11516437437791,40.06742663756164,15.893989310958744,26.636751377542822,Yellow,Western
81.34194488756356,40.982309549399815,17.650926890528122,28.288639803035128,Black,Western
89.096009631777,39.41672577707388,12.452759938416301,21.169679635096614,Yellow,Western
87.06041876787737,35.58706849338076,10.5158680686489,21.457045906060937,Yellow,Western
89.26423088498699,37.066311118418135,16.182238935812983,24.612541011811132,Yellow,Western
89.36577559937336,35.62780825737027,10.492343436683424,21.489693709464706,Yellow,Western
89.13533771057185,36.953586344730915,17.157748767226764,26.17491726390822,Yellow,Western
81.96130234330477,35.66966264606579,10.428514058570986,20.90350223837266,Yellow,Western
88.80900475742077,36.699308976803685,11.466697135297265,22.56136017898052,Black,Western
82.86356586409016,40.03073215622322,16.472169954640034,26.336066771442734,Yellow,Western
86.66630425910046,37.49818080845452,17.655296331393604,26.232385050684435,Yellow,Western
89.38355082230619,38.16284077324424,11.400683196631535,22.458619289664274,Black,Western
84.27192804965502,37.19549804679366,14.220609603820492,25.001512687227198,Black,Western
84.0503509100856,37.86529551844478,11.053452046560162,22.508511650931815,Black,Western
81.57134573322247,35.80548903501809,19.288933541698764,27.397843803618123,Yellow,Western
88.64140252930147,40.16816858526718,14.379753273879894,25.67242931222351,Black,Western
83.93283256117327,40.851427783941915,8.109153568168978,17.977116098263366,Yellow,Western
90.7888293714138,40.8328775960429,7.229604825821657,18.427197264792575,Yellow,Western
84.956789554494,36.24569034294315,10.533952680841296,22.37751714059541,Black,Western
89.07364795002692,40.869546376291275,19.57217063969094,28.3726783926253,Black,Western
82.02046093810915,36.2703754815453,15.594104882733394,27.333275385840288,Black,Western
85.08480774987667,38.73474397341825,10.747216731485755,22.714276818746477,Black,Western
89.33670872533776,39.88665014925993,19.64657191217342,26.08167257517038,Yellow,Western
88.14596096696432,41.35564762531311,13.080222427365165,22.780650362743184,Yellow,Western
83.98534772287661,38.123109112635,12.590536041610308,24.57431886999956,Yellow,Western
89.44955086510569,40.23205764131592,17.141141361987664,25.951885634597673,Black,Western
82.79076095448559,37.54307926514376,11.617303934857294,23.373460893793222,Black,Western
83.14156594662781,36.55838837525196,12.027181151188397,22.321629400078926,Black,Western
88.82263807833122,41.20089977931025,13.45325929931795,22.41640030005898,Black,Western
86.1088143400565,35.593945456111655,20.703879035140794,26.889782266121667,Yellow,Western
81.92165080843391,40.10629180432338,16.044730919307874,26.879068484108664,Yellow,Western
88.0429379707191,35.81573797071339,16.886663716802193,25.053739117642863,Black,Western
90.66381321290464,36.705604951429834,14.884505740688232,24.710781717980346,Yellow,Western
81.50509809593251,37.516773070457745,18.418917649615494,28.041824892900834,Yellow,Western
84.11906340888774,36.72057975440611,16.00951847691283,25.834751306687178,Yellow,Western
84.66575695889527,36.83692300095682,10.38019055175653,21.98068577992553,Black,Western
90.46906981084558,37.658956749277635,13.920972795740502,24.34835413897192,Black,Western
89.73865323852247,37.19015272382143,18.82333700465591,26.14003508000784,Yellow,Western
87.9484310894581,40.1369205314729,11.955795848258548,22.58266449123042,Yellow,Western
81.59112651289816,38.57703349983691,10.584322002426434,19.722860221631198,Yellow,Western
88.31530018808462,39.70061076982626,12.949191692410121,24.92887687014781,Yellow,Western
81.46906033990207,37.42437718097314,11.525015685056053,23.240603256148816,Black,Western
85.49633933701416,39.223597860087686,10.932824594497326,20.735820685910458,Yellow,Western
90.69415937052973,38.51681046871247,16.767472398094526,26.072055768801484,Black,Western
86.01966921833292,36.414831795895836,11.305815138663396,20.11449079180246,Yellow,Western
87.44816783792295,38.16162187083023,18.489039038316754,28.885215970870963,Yellow,Western
90.93947301333945,39.247702227747276,18.06119902740636,27.201484207479695,Black,Western
87.66055707511184,39.47748281941992,12.614935100195513,23.785350341776955,Yellow,Western
84.88275997550045,35.98767695384829,12.725770085212245,22.114620200320843,Yellow,Western
90.49938737121859,35.784055603567914,11.281129803630552,21.707306283100227,Black,Western
90.2347583073509,36.4714643679693,8.238757495458206,18.173020134499705,Black,Western
83.71259612846063,39.971716603971814,10.869361182258721,21.27914924598352,Yellow,Western
87.41464118366147,37.90415584281012,12.697831677474802,24.500126675053163,Black,Western
88.78078126518994,40.98522057970315,17.54682432822804,26.247575404093425,Yellow,Western
81.63319208885166,41.90790604338858,14.705295334771112,25.206419395568894,Yellow,Western
83.99103771418623,39.98877687463927,16.99601660843685,26.450721713195996,Black,Western
84.00633150224294,39.125322971002426,13.116453844734671,22.200036376830404,Yellow,Western
86.24099180518908,37.25747314832872,12.254934725296327,23.682064629985753,Black,Western
81.84155874803655,39.82410613648618,13.689151612928784,24.97914202670686,Black,Western
81.32926282335777,36.07399245437958,13.830761042280974,24.67592249617866,Black,Western
85.55616395197669,40.03987717013727,9.05433500747662,21.145727995771995,Black,Western
81.73626010103513,41.303031508409624,16.995396579727156,27.212929071902927,Black,Western
90.67207606824553,40.18336340361248,10.310295349986061,21.196274980054426,Black,Western
82.38718437325325,41.30541441536284,11.028642431057555,21.860027654386467,Yellow,Western
85.55168040097972,36.52169551302039,17.919998538187084,26.722634225276202,Yellow,Western
84.40879232249159,39.103574855734095,11.487520627614625,21.38362900520213,Yellow,Western
88.71115495404177,37.89296348405729,10.227553997318484,23.530853442051697,Yellow,Western
82.90566909684823,35.18995509540977,16.33317566454011,26.70446701051097,Yellow,Western
83.568655352591,36.20847245919019,17.44721801143001,26.32935392552579,Black,Western
88.12953306535326,41.42521472871099,18.192695642862525,27.2702867791092,Yellow,Western
85.84396703010903,39.367338929702356,12.016543586593983,22.14053061984695,Yellow,Western
90.29330384019875,38.90504113167116,13.126092083696534,24.33469370783732,Yellow,Western
88.67683028625072,37.753730182765324,6.547673183393883,17.513727296030048,Yellow,Western
84.08884309017849,38.09025569717471,10.891104431567106,20.81602033413437,Black,Western
88.06517159887991,35.19649303560405,9.674094098253398,20.148641144721715,Black,Western
90.65067951173131,38.349511991088264,15.055113229863663,24.704400273341733,Yellow,Western
81.32828580617655,38.9357739583669,17.568447820769695,23.445591306061306,Yellow,Western
87.06468277519983,38.307047171434014,11.288180552203,21.10620803534719,Black,Western
82.60603898205295,40.77577008189378,8.128349537788115,18.081986462788525,Yellow,Western
88.34165767235781,36.97369244216753,16.924881954985047,25.656827818210566,Yellow,Western
87.74045016595485,39.37160850275649,11.805714286689343,20.9353971180554,Black,Western
84.78523763212506,36.031917042028084,14.50502490049959,23.931413767900345,Yellow,Western
87.69419972488025,37.090406523680976,12.271946840034104,21.136361726705477,Black,Western
88.9758321156469,38.18025881161926,15.513904083002675,24.755021824059426,Yellow,Western
88.83261668767979,36.69138966116981,18.80883065104445,26.828139859854858,Yellow,Western
87.08533057786583,41.26293773427934,12.411377130463274,23.899488539857558,Yellow,Western
84.40842671769946,35.77166218748857,10.581234641155314,21.75725942739229,Yellow,Western
